test_id,query,product_id,title,variant
"TX-000244","Shower Gel Or Bar Soap",234687,"Shower Gel Or Bar Soap",exact
"TX-000245","Shower Gel",234687,"Shower Gel Or Bar Soap",partial
"TX-000246","Showe rGel Or Bar Soap",234687,"Shower Gel Or Bar Soap",typo
"TX-000247","Conditioner 300G",234688,"Conditioner 300G",exact
"TX-000248","Condtiioner 300G",234688,"Conditioner 300G",typo
"TX-000249","Conditioner 300G product",234688,"Conditioner 300G",extended
"TX-000250","Shower Gel 200ml",234689,"Shower Gel 200ml",exact
"TX-000251","Shower Gel",234689,"Shower Gel 200ml",partial
"TX-000252","Showre Gel 200ml",234689,"Shower Gel 200ml",typo
"TX-000253","Cup",234690,"Cup",exact
"TX-000254","Cup product",234690,"Cup",extended
"TX-000255","Teddy Bear Plush",234691,"Teddy Bear Plush",exact
"TX-000256","Teddy Bear",234691,"Teddy Bear Plush",partial
"TX-000257","Tedd yBear Plush",234691,"Teddy Bear Plush",typo
"TX-000258","Dreameez Mini 12cm Princess Doll 81041DRE-1 (Random Delivery)",234695,"Dreameez Mini 12cm Princess Doll 81041DRE-1 (Random Delivery)",exact
"TX-000259","Dreameez Mini 12cm Princess",234695,"Dreameez Mini 12cm Princess Doll 81041DRE-1 (Random Delivery)",partial
"TX-000260","Dreameez Mini 1c2m Princess Doll 81041DRE-1 (Random Delivery)",234695,"Dreameez Mini 12cm Princess Doll 81041DRE-1 (Random Delivery)",typo
"TX-000261","3 Co Gai Mackerel In Tomato Sauce 190g",4991,"3 Co Gai Mackerel In Tomato Sauce 190g",exact
"TX-000262","3 Co Gai Mackerel",4991,"3 Co Gai Mackerel In Tomato Sauce 190g",partial
"TX-000263","3 Co Gai aMckerel In Tomato Sauce 190g",4991,"3 Co Gai Mackerel In Tomato Sauce 190g",typo
"TX-000264","Vissan Pork Sausage 35g",5570,"Vissan Pork Sausage 35g",exact
"TX-000265","Vissan Pork",5570,"Vissan Pork Sausage 35g",partial
"TX-000266","Vissa nPork Sausage 35g",5570,"Vissan Pork Sausage 35g",typo
"TX-000267","Ichi Sakura Egg Tofu 160g",8059,"Ichi Sakura Egg Tofu 160g",exact
"TX-000268","Ichi Sakura",8059,"Ichi Sakura Egg Tofu 160g",partial
"TX-000269","Ichi Skaura Egg Tofu 160g",8059,"Ichi Sakura Egg Tofu 160g",typo
"TX-000270","Dh Foods Natural Lime Leaves Pepper Salt 110g",9863,"Dh Foods Natural Lime Leaves Pepper Salt  110g",exact
"TX-000271","Dh Foods Natural Lime",9863,"Dh Foods Natural Lime Leaves Pepper Salt  110g",partial
"TX-000272","Dh Foods Nautral Lime Leaves Pepper Salt 110g",9863,"Dh Foods Natural Lime Leaves Pepper Salt  110g",typo
"TX-000273","Larue Beer 4.2% ABV 330ml x 24 Cans",10626,"Larue Beer 4.2% ABV 330ml x 24 Cans",exact
"TX-000274","Larue Beer 4.2% ABV",10626,"Larue Beer 4.2% ABV 330ml x 24 Cans",partial
"TX-000275","Larue Bere 4.2% ABV 330ml x 24 Cans",10626,"Larue Beer 4.2% ABV 330ml x 24 Cans",typo
"TX-000276","Snack Khoai Tây Pringles Vị Phô Mai 42G",12203,"Snack Khoai Tây Pringles Vị Phô Mai 42G",exact
"TX-000277","Snack Khoai Tây Pringles",12203,"Snack Khoai Tây Pringles Vị Phô Mai 42G",partial
"TX-000278","Snack Khoia Tây Pringles Vị Phô Mai 42G",12203,"Snack Khoai Tây Pringles Vị Phô Mai 42G",typo
"TX-000279","Lipon Dishwashing Liquid Lemon Tea Scent 750ml",25119,"Lipon Dishwashing Liquid Lemon Tea Scent 750ml",exact
"TX-000280","Lipon Dishwashing Liquid",25119,"Lipon Dishwashing Liquid Lemon Tea Scent 750ml",partial
"TX-000281","Lipon Dishwsahing Liquid Lemon Tea Scent 750ml",25119,"Lipon Dishwashing Liquid Lemon Tea Scent 750ml",typo
"TX-000282","Lactacyd All Day Fresh Feminine Wash Bottle 250ml",37410,"Lactacyd All Day Fresh Feminine Wash Bottle 250ml",exact
"TX-000283","Lactacyd All Day Fresh",37410,"Lactacyd All Day Fresh Feminine Wash Bottle 250ml",partial
"TX-000284","Lactacyd AllD ay Fresh Feminine Wash Bottle 250ml",37410,"Lactacyd All Day Fresh Feminine Wash Bottle 250ml",typo
"TX-000285","Jumbo Vape L5 Lily Mosquito Repellent Diffuser (2-Pack)",47632,"Jumbo Vape L5 Lily Mosquito Repellent Diffuser (2-Pack)",exact
"TX-000286","Jumbo Vape L5 Lily",47632,"Jumbo Vape L5 Lily Mosquito Repellent Diffuser (2-Pack)",partial
"TX-000287","Jumbo Vape L5L ily Mosquito Repellent Diffuser (2-Pack)",47632,"Jumbo Vape L5 Lily Mosquito Repellent Diffuser (2-Pack)",typo
"TX-000288","Pepsi Zero Sugar Soft Drink 390ml x 6 Bottles",49035,"Pepsi Zero Sugar Soft Drink 390ml x 6 Bottles",exact
"TX-000289","Pepsi Zero Sugar Soft",49035,"Pepsi Zero Sugar Soft Drink 390ml x 6 Bottles",partial
"TX-000290","Pepsi Zero uSgar Soft Drink 390ml x 6 Bottles",49035,"Pepsi Zero Sugar Soft Drink 390ml x 6 Bottles",typo
"TX-000291","Rexsun Cocofé Coconut Coffee 16g x 30 Packs",49625,"Rexsun Cocofé Coconut Coffee 16g x 30 Packs",exact
"TX-000292","Rexsun Cocofé Coconut Coffee",49625,"Rexsun Cocofé Coconut Coffee 16g x 30 Packs",partial
"TX-000293","Rexsun Cocfoé Coconut Coffee 16g x 30 Packs",49625,"Rexsun Cocofé Coconut Coffee 16g x 30 Packs",typo
"TX-000294","LOTTE Ghana Mild Chocolate 70G",52721,"LOTTE Ghana Mild Chocolate 70G",exact
"TX-000295","LOTTE Ghana",52721,"LOTTE Ghana Mild Chocolate 70G",partial
"TX-000296","LOTTE Gahna Mild Chocolate 70G",52721,"LOTTE Ghana Mild Chocolate 70G",typo
"TX-000297","Soffell Floral Mosquito Repellent 80ml",60577,"Soffell Floral Mosquito Repellent 80ml",exact
"TX-000298","Soffell Floral",60577,"Soffell Floral Mosquito Repellent 80ml",partial
"TX-000299","Soffell Folral Mosquito Repellent 80ml",60577,"Soffell Floral Mosquito Repellent 80ml",typo
"TX-000300","Blue Concentrated Rosemary Scent Fabric Softener Bag 3.2L",60696,"Blue Concentrated Rosemary Scent Fabric Softener Bag 3.2L",exact
"TX-000301","Blue Concentrated Rosemary Scent",60696,"Blue Concentrated Rosemary Scent Fabric Softener Bag 3.2L",partial
"TX-000302","Blue Concentraetd Rosemary Scent Fabric Softener Bag 3.2L",60696,"Blue Concentrated Rosemary Scent Fabric Softener Bag 3.2L",typo
"TX-000303","Mr.Fresh Peach Scented Wax 230g",61049,"Mr.Fresh Peach Scented Wax 230g",exact
"TX-000304","Mr.Fresh Peach",61049,"Mr.Fresh Peach Scented Wax 230g",partial
"TX-000305","Mr.Fres hPeach Scented Wax 230g",61049,"Mr.Fresh Peach Scented Wax 230g",typo
"TX-000306","Bộ Thể Thao Nam SVT04B Vina Authentic Size M - XXXL",62773,"Bộ Thể Thao Nam SVT04B Vina Authentic Size M - XXXL",exact
"TX-000307","Bộ Thể Thao Nam",62773,"Bộ Thể Thao Nam SVT04B Vina Authentic Size M - XXXL",partial
"TX-000308","Bộ Thể Thao aNm SVT04B Vina Authentic Size M - XXXL",62773,"Bộ Thể Thao Nam SVT04B Vina Authentic Size M - XXXL",typo
"TX-000309","Mikko Huong Xua Glutinous Rice Flour 500g",70486,"Mikko Huong Xua Glutinous Rice Flour 500g",exact
"TX-000310","Mikko Huong Xua",70486,"Mikko Huong Xua Glutinous Rice Flour 500g",partial
"TX-000311","Mikko Huon gXua Glutinous Rice Flour 500g",70486,"Mikko Huong Xua Glutinous Rice Flour 500g",typo
"TX-000312","Nguyen Xuan Smooth Herbal Shampoo 450ml",224188,"Nguyen Xuan Smooth Herbal Shampoo 450ml",exact
"TX-000313","Nguyen Xuan Smooth",224188,"Nguyen Xuan Smooth Herbal Shampoo 450ml",partial
"TX-000314","Nguyen Xuna Smooth Herbal Shampoo 450ml",224188,"Nguyen Xuan Smooth Herbal Shampoo 450ml",typo
"TX-000315","Matgoeul Korean Red Ginseng Vitamin Candy 200G",234299,"Matgoeul Korean Red Ginseng Vitamin Candy 200G",exact
"TX-000316","Matgoeul Korean Red",234299,"Matgoeul Korean Red Ginseng Vitamin Candy 200G",partial
"TX-000317","Matgoeul Koeran Red Ginseng Vitamin Candy 200G",234299,"Matgoeul Korean Red Ginseng Vitamin Candy 200G",typo
"TX-000318","Duc Viet Jongga Cubed Radish Kimchi 450G",236507,"Duc Viet Jongga Cubed Radish Kimchi 450G",exact
"TX-000319","Duc Viet Jongga",236507,"Duc Viet Jongga Cubed Radish Kimchi 450G",partial
"TX-000320","Duc Viet Jnogga Cubed Radish Kimchi 450G",236507,"Duc Viet Jongga Cubed Radish Kimchi 450G",typo
"TX-000321","Vinamilk SuSu Strawberry Marshmallow Flavored Fruit Milk Drink (4 Packs x 110ml)",238705,"Vinamilk SuSu Strawberry Marshmallow Flavored Fruit Milk Drink (4 Packs x 110ml)",exact
"TX-000322","Vinamilk SuSu Strawberry Marshmallow",238705,"Vinamilk SuSu Strawberry Marshmallow Flavored Fruit Milk Drink (4 Packs x 110ml)",partial
"TX-000323","Vinamilk SuSu Strawbrery Marshmallow Flavored Fruit Milk Drink (4 Packs x 110ml)",238705,"Vinamilk SuSu Strawberry Marshmallow Flavored Fruit Milk Drink (4 Packs x 110ml)",typo
"TX-000324","La Vie Alkaline Mineral Water 500ml",240024,"La Vie Alkaline Mineral Water 500ml",exact
"TX-000325","La Vie Alkaline",240024,"La Vie Alkaline Mineral Water 500ml",partial
"TX-000326","La Vie Aklaline Mineral Water 500ml",240024,"La Vie Alkaline Mineral Water 500ml",typo
"TX-000327","Larue Beer 4.2% ABV 330ml - Pack of 24 Cans",240103,"Larue Beer 4.2% ABV 330ml - Pack of 24 Cans",exact
"TX-000328","Larue Beer 4.2% ABV",240103,"Larue Beer 4.2% ABV 330ml - Pack of 24 Cans",partial
"TX-000329","Larue Beer4 .2% ABV 330ml - Pack of 24 Cans",240103,"Larue Beer 4.2% ABV 330ml - Pack of 24 Cans",typo
"TX-000330","Sahmyook Milk with Black Bean, Almond & Walnut 190ml x 20 packs",7309,"Sahmyook Milk with Black Bean, Almond & Walnut 190ml x 20 packs",exact
"TX-000331","Sahmyook Milk with Black",7309,"Sahmyook Milk with Black Bean, Almond & Walnut 190ml x 20 packs",partial
"TX-000332","Sahmyook Milk wtih Black Bean, Almond & Walnut 190ml x 20 packs",7309,"Sahmyook Milk with Black Bean, Almond & Walnut 190ml x 20 packs",typo
"TX-000333","Square square is independent of 823 moss green 40cm",43026,"Square square is independent of 823 moss green 40cm",exact
"TX-000334","Square square is independent",43026,"Square square is independent of 823 moss green 40cm",partial
"TX-000335","Square squar eis independent of 823 moss green 40cm",43026,"Square square is independent of 823 moss green 40cm",typo
"TX-000336","Vegemil Milk Black Bean, Almond & Walnut 200ml",7899,"Vegemil Milk Black Bean, Almond & Walnut 200ml",exact
"TX-000337","Vegemil Milk Black Bean,",7899,"Vegemil Milk Black Bean, Almond & Walnut 200ml",partial
"TX-000338","Vegemil Mil kBlack Bean, Almond & Walnut 200ml",7899,"Vegemil Milk Black Bean, Almond & Walnut 200ml",typo
"TX-000339","TEA + Oolong Tea 450ml x 24 bottles",49030,"TEA + Oolong Tea 450ml x 24 bottles",exact
"TX-000340","TEA + Oolong Tea",49030,"TEA + Oolong Tea 450ml x 24 bottles",partial
"TX-000341","TEA + Ooolng Tea 450ml x 24 bottles",49030,"TEA + Oolong Tea 450ml x 24 bottles",typo
"TX-000342","Vegemil Black Bean Milk 190ml",221038,"Vegemil Black Bean Milk 190ml",exact
"TX-000343","Vegemil Black",221038,"Vegemil Black Bean Milk 190ml",partial
"TX-000344","VegemilB lack Bean Milk 190ml",221038,"Vegemil Black Bean Milk 190ml",typo
"TX-000345","Nivea Pearl White Brightening Makeup Remover 200ml",197,"Nivea Pearl White Brightening Makeup Remover 200ml",exact
"TX-000346","Nivea Pearl White",197,"Nivea Pearl White Brightening Makeup Remover 200ml",partial
"TX-000347","Nivea Pearl hWite Brightening Makeup Remover 200ml",197,"Nivea Pearl White Brightening Makeup Remover 200ml",typo
"TX-000348","Vedan MSG 1kg",4491,"Vedan MSG 1kg",exact
"TX-000349","Vedan MSG",4491,"Vedan MSG 1kg",partial
"TX-000350","Vedna MSG 1kg",4491,"Vedan MSG 1kg",typo
"TX-000351","Cleaning Cloth 50x55cm (Assorted styles)",792,"Cleaning Cloth 50x55cm (Assorted styles)",exact
"TX-000352","Cleaning Cloth",792,"Cleaning Cloth 50x55cm (Assorted styles)",partial
"TX-000353","Cleaning Colth 50x55cm (Assorted styles)",792,"Cleaning Cloth 50x55cm (Assorted styles)",typo
"TX-000354","Tropical Forest Natural Honey With Royal Jelly 360G",61396,"Tropical Forest Natural Honey With Royal Jelly 360G",exact
"TX-000355","Tropical Forest Natural Honey",61396,"Tropical Forest Natural Honey With Royal Jelly 360G",partial
"TX-000356","Tropical Forset Natural Honey With Royal Jelly 360G",61396,"Tropical Forest Natural Honey With Royal Jelly 360G",typo
"TX-000357","Vedan Mommy Pork Loin, Bone and Marrow Seasoning Powder 900G",234350,"Vedan Mommy Pork Loin, Bone and Marrow Seasoning Powder 900G",exact
"TX-000358","Vedan Mommy Pork Loin,",234350,"Vedan Mommy Pork Loin, Bone and Marrow Seasoning Powder 900G",partial
"TX-000359","Vedan Mommy Por kLoin, Bone and Marrow Seasoning Powder 900G",234350,"Vedan Mommy Pork Loin, Bone and Marrow Seasoning Powder 900G",typo
"TX-000360","Mondahmin Total Care Extra Cool Mouthwash 300ml",223734,"Mondahmin Total Care Extra Cool Mouthwash 300ml",exact
"TX-000361","Mondahmin Total Care",223734,"Mondahmin Total Care Extra Cool Mouthwash 300ml",partial
"TX-000362","Mondahmin Ttoal Care Extra Cool Mouthwash 300ml",223734,"Mondahmin Total Care Extra Cool Mouthwash 300ml",typo
"TX-000363","Listerine Total Care Alcohol-Free Mouthwash",232364,"Listerine Total Care Alcohol-Free Mouthwash",exact
"TX-000364","Listerine Total",232364,"Listerine Total Care Alcohol-Free Mouthwash",partial
"TX-000365","Listerine oTtal Care Alcohol-Free Mouthwash",232364,"Listerine Total Care Alcohol-Free Mouthwash",typo
"TX-000366","Lang Chai Xua Gold Label 40% Protein Fish Sauce 500ml",240034,"Lang Chai Xua Gold Label 40% Protein Fish Sauce 500ml",exact
"TX-000367","Lang Chai Xua Gold",240034,"Lang Chai Xua Gold Label 40% Protein Fish Sauce 500ml",partial
"TX-000368","Lang Chai XuaG old Label 40% Protein Fish Sauce 500ml",240034,"Lang Chai Xua Gold Label 40% Protein Fish Sauce 500ml",typo
"TX-000369","POONGMISO Mini Croissant (25G x 6 Count)",44802,"POONGMISO Mini Croissant (25G x 6 Count)",exact
"TX-000370","POONGMISO Mini Croissant",44802,"POONGMISO Mini Croissant (25G x 6 Count)",partial
"TX-000371","POONGMISO iMni Croissant (25G x 6 Count)",44802,"POONGMISO Mini Croissant (25G x 6 Count)",typo
"TX-000372","POONGMISO Black Sesame Swiss Roll Cake with Salted Cream 120g",231365,"POONGMISO Black Sesame Swiss Roll Cake with Salted Cream 120g",exact
"TX-000373","POONGMISO Black Sesame Swiss",231365,"POONGMISO Black Sesame Swiss Roll Cake with Salted Cream 120g",partial
"TX-000374","POONGMISO BlackS esame Swiss Roll Cake with Salted Cream 120g",231365,"POONGMISO Black Sesame Swiss Roll Cake with Salted Cream 120g",typo
"TX-000375","Dalat Hasfarm Mixed Astilbe Size S (Random Flower and Color Delivery)",71486,"Dalat Hasfarm Mixed Astilbe Size S (Random Flower and Color Delivery)",exact
"TX-000376","Dalat Hasfarm Mixed Astilbe",71486,"Dalat Hasfarm Mixed Astilbe Size S (Random Flower and Color Delivery)",partial
"TX-000377","Dalat Hasfarm Mixde Astilbe Size S (Random Flower and Color Delivery)",71486,"Dalat Hasfarm Mixed Astilbe Size S (Random Flower and Color Delivery)",typo
"TX-000378","POONGMISO Cupcake 90G x 2 Pieces",224326,"POONGMISO Cupcake 90G x 2 Pieces",exact
"TX-000379","POONGMISO Cupcake 90G",224326,"POONGMISO Cupcake 90G x 2 Pieces",partial
"TX-000380","POONGMIS OCupcake 90G x 2 Pieces",224326,"POONGMISO Cupcake 90G x 2 Pieces",typo
"TX-000381","Choice L Anchovy Fish Sauce 4.8L",9551,"Choice L Anchovy Fish Sauce 4.8L",exact
"TX-000382","Choice L Anchovy",9551,"Choice L Anchovy Fish Sauce 4.8L",partial
"TX-000383","Choice LA nchovy Fish Sauce 4.8L",9551,"Choice L Anchovy Fish Sauce 4.8L",typo
"TX-000384","Ottogi Jin Jjajang Black Bean Sauce Instant Noodles 75g",60598,"Ottogi Jin Jjajang Black Bean Sauce Instant Noodles 75g",exact
"TX-000385","Ottogi Jin Jjajang Black",60598,"Ottogi Jin Jjajang Black Bean Sauce Instant Noodles 75g",partial
"TX-000386","Ottogi Jin Jjjaang Black Bean Sauce Instant Noodles 75g",60598,"Ottogi Jin Jjajang Black Bean Sauce Instant Noodles 75g",typo
"TX-000387","Nucare Black Sesame Flavor Nutritional Product 200ml",236157,"Nucare Black Sesame Flavor Nutritional Product 200ml",exact
"TX-000388","Nucare Black Sesame",236157,"Nucare Black Sesame Flavor Nutritional Product 200ml",partial
"TX-000389","Nucare Black eSsame Flavor Nutritional Product 200ml",236157,"Nucare Black Sesame Flavor Nutritional Product 200ml",typo
"TX-000390","Yorihada Roasted Chewy Chicken 850G",2456,"Yorihada Roasted Chewy Chicken 850G",exact
"TX-000391","Yorihada Roasted",2456,"Yorihada Roasted Chewy Chicken 850G",partial
"TX-000392","YorihadaR oasted Chewy Chicken 850G",2456,"Yorihada Roasted Chewy Chicken 850G",typo
"TX-000393","Bottega Zelachi Cheddar Cheese 100g",3190,"Bottega Zelachi Cheddar Cheese 100g",exact
"TX-000394","Bottega Zelachi",3190,"Bottega Zelachi Cheddar Cheese 100g",partial
"TX-000395","Bottega eZlachi Cheddar Cheese 100g",3190,"Bottega Zelachi Cheddar Cheese 100g",typo
"TX-000396","Cheese & Dough Cheese Hotdog 130G",53242,"Cheese & Dough Cheese Hotdog 130G",exact
"TX-000397","Cheese & Dough",53242,"Cheese & Dough Cheese Hotdog 130G",partial
"TX-000398","Cheese &D ough Cheese Hotdog 130G",53242,"Cheese & Dough Cheese Hotdog 130G",typo
"TX-000399","Dien Quang Multi-Purpose Electric Mosquito Swatter Set EMR08L OBL (Orange Black) (EA)",53293,"Dien Quang Multi-Purpose Electric Mosquito Swatter Set EMR08L OBL (Orange Black) (EA)",exact
"TX-000400","Dien Quang Multi-Purpose Electric",53293,"Dien Quang Multi-Purpose Electric Mosquito Swatter Set EMR08L OBL (Orange Black) (EA)",partial
"TX-000401","Dien Quang Multi-Purpsoe Electric Mosquito Swatter Set EMR08L OBL (Orange Black) (EA)",53293,"Dien Quang Multi-Purpose Electric Mosquito Swatter Set EMR08L OBL (Orange Black) (EA)",typo
"TX-000402","Perrier Natural Mineral Water 750ml",4090,"Perrier Natural Mineral Water 750ml",exact
"TX-000403","Perrier Natural",4090,"Perrier Natural Mineral Water 750ml",partial
"TX-000404","Perrier aNtural Mineral Water 750ml",4090,"Perrier Natural Mineral Water 750ml",typo
"TX-000405","Moc Chau Creamery Sweetened Pasteurized Milk 110ml x 4 packs",234249,"Moc Chau Creamery Sweetened Pasteurized Milk 110ml x 4 packs",exact
"TX-000406","Moc Chau Creamery Sweetened",234249,"Moc Chau Creamery Sweetened Pasteurized Milk 110ml x 4 packs",partial
"TX-000407","Moc Chau Creameyr Sweetened Pasteurized Milk 110ml x 4 packs",234249,"Moc Chau Creamery Sweetened Pasteurized Milk 110ml x 4 packs",typo
"TX-000408","Poca Cheese Flavor Fish Skin Peanut 68G",47972,"Poca Cheese Flavor Fish Skin Peanut 68G",exact
"TX-000409","Poca Cheese Flavor",47972,"Poca Cheese Flavor Fish Skin Peanut 68G",partial
"TX-000410","Poca Cheees Flavor Fish Skin Peanut 68G",47972,"Poca Cheese Flavor Fish Skin Peanut 68G",typo
"TX-000411","Ottogi Wasabi 35G",221347,"Ottogi Wasabi 35G",exact
"TX-000412","Ottogi Wasabi",221347,"Ottogi Wasabi 35G",partial
"TX-000413","Ottoig Wasabi 35G",221347,"Ottogi Wasabi 35G",typo
"TX-000414","365 Fresh Beef Tomatoeses Tray 800G",224264,"365 Fresh Beef Tomatoeses Tray 800G",exact
"TX-000415","365 Fresh Beef",224264,"365 Fresh Beef Tomatoeses Tray 800G",partial
"TX-000416","365 Fres hBeef Tomatoeses Tray 800G",224264,"365 Fresh Beef Tomatoeses Tray 800G",typo
"TX-000417","Sugar Apple 500G",1438,"Sugar Apple 500G",exact
"TX-000418","Sugar Apple",1438,"Sugar Apple 500G",partial
"TX-000419","Suga rApple 500G",1438,"Sugar Apple 500G",typo
"TX-000420","Thai Custard Apple 600G",51186,"Thai Custard Apple 600G",exact
"TX-000421","Thai Custard",51186,"Thai Custard Apple 600G",partial
"TX-000422","Thai uCstard Apple 600G",51186,"Thai Custard Apple 600G",typo
"TX-000423","Siukay Beef Flavor Spicy Noodle 127G x 24 Packs",42316,"Siukay Beef Flavor Spicy Noodle 127G x 24 Packs",exact
"TX-000424","Siukay Beef Flavor Spicy",42316,"Siukay Beef Flavor Spicy Noodle 127G x 24 Packs",partial
"TX-000425","Siukay BeefF lavor Spicy Noodle 127G x 24 Packs",42316,"Siukay Beef Flavor Spicy Noodle 127G x 24 Packs",typo
"TX-000426","Vissan Vietnamese Sausage 250g",267,"Vissan Vietnamese Sausage 250g",exact
"TX-000427","Vissan Vietnamese",267,"Vissan Vietnamese Sausage 250g",partial
"TX-000428","Vissan iVetnamese Sausage 250g",267,"Vissan Vietnamese Sausage 250g",typo
"TX-000429","Gingerbon Ginger Candy 125G",400,"Gingerbon Ginger Candy 125G",exact
"TX-000430","Gingerbon Ginger",400,"Gingerbon Ginger Candy 125G",partial
"TX-000431","Gingerobn Ginger Candy 125G",400,"Gingerbon Ginger Candy 125G",typo
"TX-000432","Seaspimex Pork Liver Pate 170g",873,"Seaspimex Pork Liver Pate 170g",exact
"TX-000433","Seaspimex Pork",873,"Seaspimex Pork Liver Pate 170g",partial
"TX-000434","Seaspimxe Pork Liver Pate 170g",873,"Seaspimex Pork Liver Pate 170g",typo
"TX-000435","CP Spicy Sterilized Sausage 60G",949,"CP Spicy Sterilized Sausage 60G",exact
"TX-000436","CP Spicy",949,"CP Spicy Sterilized Sausage 60G",partial
"TX-000437","CP Spic ySterilized Sausage 60G",949,"CP Spicy Sterilized Sausage 60G",typo
"TX-000438","Romano Classic All-in-One Shampoo & Body Wash 650G",1051,"Romano Classic All-in-One Shampoo & Body Wash 650G",exact
"TX-000439","Romano Classic All-in-One Shampoo",1051,"Romano Classic All-in-One Shampoo & Body Wash 650G",partial
"TX-000440","Romano Classci All-in-One Shampoo & Body Wash 650G",1051,"Romano Classic All-in-One Shampoo & Body Wash 650G",typo
"TX-000441","Top.V Shrimp Hakao 300g",2843,"Top.V Shrimp Hakao 300g",exact
"TX-000442","Top.V Shrimp",2843,"Top.V Shrimp Hakao 300g",partial
"TX-000443","Top.VS hrimp Hakao 300g",2843,"Top.V Shrimp Hakao 300g",typo
"TX-000444","M-wrap Plastic Food Wrap with Slider Cutter M412 30cm x 250m",2886,"M-wrap Plastic Food Wrap with Slider Cutter M412 30cm x 250m",exact
"TX-000445","M-wrap Plastic Food Wrap",2886,"M-wrap Plastic Food Wrap with Slider Cutter M412 30cm x 250m",partial
"TX-000446","M-wrap Plastic oFod Wrap with Slider Cutter M412 30cm x 250m",2886,"M-wrap Plastic Food Wrap with Slider Cutter M412 30cm x 250m",typo
"TX-000447","Kikkoman Sushi And Sashimi Soy Sauce 150ml",3119,"Kikkoman Sushi And Sashimi Soy Sauce 150ml",exact
"TX-000448","Kikkoman Sushi And",3119,"Kikkoman Sushi And Sashimi Soy Sauce 150ml",partial
"TX-000449","Kikkoman Ssuhi And Sashimi Soy Sauce 150ml",3119,"Kikkoman Sushi And Sashimi Soy Sauce 150ml",typo
"TX-000450","Paysan Breton Emmental String Cheese 200g",3189,"Paysan Breton Emmental String Cheese 200g",exact
"TX-000451","Paysan Breton Emmental",3189,"Paysan Breton Emmental String Cheese 200g",partial
"TX-000452","Paysan Breotn Emmental String Cheese 200g",3189,"Paysan Breton Emmental String Cheese 200g",typo
"TX-000453","Safoco Egg Noodles 500g",3365,"Safoco Egg Noodles 500g",exact
"TX-000454","Safoco Egg",3365,"Safoco Egg Noodles 500g",partial
"TX-000455","Safoc oEgg Noodles 500g",3365,"Safoco Egg Noodles 500g",typo
"TX-000456","Mikko Hollow Donut Flour 400g",3591,"Mikko Hollow Donut Flour 400g",exact
"TX-000457","Mikko Hollow",3591,"Mikko Hollow Donut Flour 400g",partial
"TX-000458","Mikko Hlolow Donut Flour 400g",3591,"Mikko Hollow Donut Flour 400g",typo
"TX-000459","Vissan Beef Bologna 500g",3779,"Vissan Beef Bologna 500g",exact
"TX-000460","Vissan Beef",3779,"Vissan Beef Bologna 500g",partial
"TX-000461","VissanB eef Bologna 500g",3779,"Vissan Beef Bologna 500g",typo
"TX-000462","Listerine Tartar Protection Mouthwash 250ML",3877,"Listerine Tartar Protection Mouthwash 250ML",exact
"TX-000463","Listerine Tartar",3877,"Listerine Tartar Protection Mouthwash 250ML",partial
"TX-000464","Listerine aTrtar Protection Mouthwash 250ML",3877,"Listerine Tartar Protection Mouthwash 250ML",typo
"TX-000465","Ớt Tươi Xay Sông Hương Hũ 200G",4160,"Ớt Tươi Xay Sông Hương Hũ 200G",exact
"TX-000466","Ớt Tươi Xay",4160,"Ớt Tươi Xay Sông Hương Hũ 200G",partial
"TX-000467","Ớt TươiX ay Sông Hương Hũ 200G",4160,"Ớt Tươi Xay Sông Hương Hũ 200G",typo
"TX-000468","Truong Vinh Hot Dog 500g",4220,"Truong Vinh Hot Dog 500g",exact
"TX-000469","Truong Vinh",4220,"Truong Vinh Hot Dog 500g",partial
"TX-000470","TruongV inh Hot Dog 500g",4220,"Truong Vinh Hot Dog 500g",typo
"TX-000471","584 Nha Trang 30 Degree Protein Fish Sauce 500ml",4386,"584 Nha Trang 30 Degree Protein Fish Sauce 500ml",exact
"TX-000472","584 Nha Trang 30",4386,"584 Nha Trang 30 Degree Protein Fish Sauce 500ml",partial
"TX-000473","584 Nha Tran g30 Degree Protein Fish Sauce 500ml",4386,"584 Nha Trang 30 Degree Protein Fish Sauce 500ml",typo
"TX-000474","Gift Glass Cleaner 800ml",4502,"Gift Glass Cleaner 800ml",exact
"TX-000475","Gift Glass",4502,"Gift Glass Cleaner 800ml",partial
"TX-000476","Gift Galss Cleaner 800ml",4502,"Gift Glass Cleaner 800ml",typo
"TX-000477","Wonderfarm Bird's Nest Drink 240ml",4582,"Wonderfarm Bird's Nest Drink 240ml",exact
"TX-000478","Wonderfarm Bird's",4582,"Wonderfarm Bird's Nest Drink 240ml",partial
"TX-000479","Wonderfamr Bird's Nest Drink 240ml",4582,"Wonderfarm Bird's Nest Drink 240ml",typo
"TX-000480","Paysan Breton Unsalted Butter 250g",4610,"Paysan Breton Unsalted Butter 250g",exact
"TX-000481","Paysan Breton",4610,"Paysan Breton Unsalted Butter 250g",partial
"TX-000482","Paysan Berton Unsalted Butter 250g",4610,"Paysan Breton Unsalted Butter 250g",typo
"TX-000483","Heinz Distilled White Vinegar 473ml",4681,"Heinz Distilled White Vinegar 473ml",exact
"TX-000484","Heinz Distilled",4681,"Heinz Distilled White Vinegar 473ml",partial
